block,gas_used,gas_limit,pct_full,tx_count,timestamp
23810308,10669724,45000000,23.71,116,1763278763
23810310,44426684,45000000,98.73,199,1763278787
23810312,18608333,44999957,41.35,175,1763278811
23810315,43511853,45043944,96.6,251,1763278847
23810316,35724982,45000000,79.39,116,1763278859
23810323,13653011,45043901,30.31,127,1763278943
23810329,30974717,44955884,68.9,224,1763279015
23810330,16333391,44999785,36.3,124,1763279027
23810333,12519693,45043944,27.79,114,1763279063
23810338,13336704,45087845,29.58,145,1763279123
23810345,16972329,44999957,37.72,153,1763279207
23810358,40950592,45043858,90.91,129,1763279363
23810369,43052953,45131918,95.39,452,1763279495
23810375,13679958,45131789,30.31,128,1763279567
23810377,13058506,45043687,28.99,115,1763279591
23810378,13506153,44999701,30.01,128,1763279603
23810379,15259418,44955757,33.94,188,1763279615
23810387,15171426,45043944,33.68,142,1763279711
23810391,32245752,44999957,71.66,184,1763279759
23810394,10909986,45000000,24.24,120,1763279795
23810395,44964154,45043944,99.82,171,1763279807
23810396,15956998,45000000,35.46,140,1763279819
23810401,44888868,45043858,99.66,326,1763279879
23810402,27834181,45000000,61.85,112,1763279891
23810411,14384573,45043944,31.93,131,1763279999
23810415,11482467,45043944,25.49,128,1763280047
23810416,45036761,45087931,99.89,451,1763280059
23810420,10196245,45087845,22.61,94,1763280107
23810426,15222098,44912112,33.89,172,1763280179
23810428,18959607,44999871,42.13,174,1763280203
23810430,10924085,44912026,24.32,102,1763280227
23810440,30716087,45175730,67.99,142,1763280347
23810443,16324559,45308206,36.03,175,1763280383
23810445,25129116,45219759,55.57,254,1763280407
23810448,20732010,45087414,45.98,181,1763280443
23810449,13324352,45043385,29.58,134,1763280455
23810451,45116090,45131400,99.97,72,1763280479
23810458,17267622,44999957,38.37,136,1763280563
23810460,11287296,44956056,25.11,83,1763280587
23810462,15549172,45000000,34.55,181,1763280611
23810469,35106373,45043944,77.94,131,1763280695
23810471,21801489,45000000,48.45,165,1763280719
23810484,16370761,44955927,36.42,147,1763280875
23810490,40565546,44999957,90.15,235,1763280947
23810492,19467755,44956056,43.3,238,1763280971
23810494,16623317,45043901,36.9,148,1763280995
23810496,9207229,45000000,20.46,109,1763281019
23810503,39003872,44912069,86.84,200,1763281103
23810508,16557941,45000000,36.8,158,1763281163
23810512,37440472,45043944,83.12,215,1763281211
23810513,7470955,45000000,16.6,86,1763281223
23810515,7077257,45000000,15.73,108,1763281247
23810518,22737136,44956056,50.58,170,1763281283
23810523,33194896,45000000,73.77,167,1763281343
23810525,13894360,45000000,30.88,161,1763281367
23810526,24173927,45043944,53.67,232,1763281379
23810527,3263031,45000000,7.25,73,1763281391
23810530,12994592,45043944,28.85,115,1763281427
23810534,22261666,44999957,49.47,83,1763281475
23810547,18691253,44999914,41.54,196,1763281631
23810555,44792499,45000000,99.54,191,1763281727
23810556,7020347,45043944,15.59,57,1763281739
23810566,21318574,45043944,47.33,224,1763281859
23810569,23349661,45087888,51.79,182,1763281895
23810570,45125557,45131918,99.99,273,1763281907
23810583,20080915,45175730,44.45,146,1763282075
23810589,44197616,45175600,97.84,277,1763282147
23810598,5667549,45219543,12.53,93,1763282255
23810603,37995716,45175299,84.11,153,1763282315
23810605,12604797,45087112,27.96,119,1763282339
23810615,11554977,45043944,25.65,86,1763282459
23810620,14804707,45043944,32.87,134,1763282519
23810621,10924220,45000000,24.28,118,1763282531
23810625,15840280,45000000,35.2,208,1763282579
23810636,17041334,45131832,37.76,185,1763282711
23810641,18728789,45175817,41.46,162,1763282771
23810645,17429122,45175729,38.58,178,1763282819
23810649,17926173,44999527,39.84,179,1763282867
23810670,45171879,45175688,99.99,195,1763283119
23810673,14238310,45043472,31.61,155,1763283155
23810675,15826959,44955543,35.21,134,1763283179
23810677,34814443,45000000,77.37,260,1763283203
23810679,27415533,44956056,60.98,117,1763283227
23810695,39091780,45000000,86.87,155,1763283431
23810701,4215327,44956013,9.38,51,1763283503
23810702,44999360,44999914,100.0,119,1763283515
23810704,18026215,45087845,39.98,179,1763283539
23810706,31478932,44999828,69.95,196,1763283563
23810710,34755120,45000000,77.23,217,1763283611
23810712,38117153,44999957,84.7,335,1763283635
23810722,44904277,45000000,99.79,300,1763283755
23810726,16159364,45043901,35.87,178,1763283803
23810727,15582603,45087888,34.56,165,1763283815
23810735,44293056,45000000,98.43,241,1763283911
23810736,22471087,45000000,49.94,203,1763283923
23810748,15643820,45000000,34.76,222,1763284067
23810758,39719774,45000000,88.27,198,1763284187
23810760,19359927,45000000,43.02,205,1763284211
23810762,31414379,44999957,69.81,169,1763284235
23810763,11106722,45000000,24.68,134,1763284247
23810766,41952124,45087931,93.05,223,1763284283
23810771,22819013,45000000,50.71,134,1763284343
23810774,44916998,45043901,99.72,218,1763284379
23810778,3941026,44956013,8.77,80,1763284427
23810782,22774840,45043815,50.56,214,1763284475
23810791,17293635,45000000,38.43,152,1763284583
23810798,14766064,44999871,32.81,135,1763284667
23810802,21758461,44911983,48.45,247,1763284715
23810805,19793246,44955798,44.03,173,1763284751
23810809,13083240,45131658,28.99,175,1763284799
23810813,15458825,45131571,34.25,216,1763284847
23810829,29692430,45131789,65.79,133,1763285039
23810839,38823567,45131573,86.02,165,1763285159
23810843,32863505,45043429,72.96,185,1763285207
23810844,9290984,45087415,20.61,150,1763285219
23810847,37573072,45131401,83.25,215,1763285255
23810851,16867608,45219545,37.3,122,1763285303
23810852,45255296,45263703,99.98,225,1763285315
23810855,7707949,45219459,17.05,89,1763285351
23810859,45005985,45043085,99.92,184,1763285399
23810860,24118363,45087071,53.49,292,1763285411
23810862,13345387,45087028,29.6,185,1763285435
23810863,13893525,45042999,30.85,102,1763285447
23810865,29911504,45042956,66.41,272,1763285471
23810872,18973157,45086813,42.08,156,1763285555
23810876,16763961,45174871,37.11,161,1763285603
23810881,12062380,45218900,26.68,139,1763285663
23810884,36742478,45086557,81.49,237,1763285699
23810890,36794097,45000000,81.76,163,1763285771
23810891,28666279,45000000,63.7,216,1763285783
23810894,2651934,44999957,5.89,36,1763285819
23810901,13970000,45131832,30.95,142,1763285903
23810922,26470115,44999957,58.82,220,1763286155
23810924,24903138,45000000,55.34,220,1763286179
23810929,12495089,45176034,27.66,145,1763286239
23810933,23502145,45175948,52.02,185,1763286287
23810937,37648565,45000000,83.66,177,1763286335
23810966,19138609,44999871,42.53,55,1763286683
23810971,40502745,44912112,90.18,371,1763286743
23810980,20354508,44956056,45.28,181,1763286851
23810981,17068459,44912155,38.0,145,1763286863
23810988,20877509,45000000,46.39,176,1763286947
23810994,20755378,44999871,46.12,161,1763287019
23810995,13461589,44955927,29.94,154,1763287031
23811000,17920979,44999742,39.82,192,1763287091
23811003,22410042,45000000,49.8,162,1763287127
23811005,22091802,45087931,49.0,249,1763287151
23811007,34370473,45087888,76.23,277,1763287175
23811010,29784931,45043815,66.12,316,1763287211
23811012,19038293,45000000,42.31,211,1763287235
23811013,28410583,44956056,63.2,116,1763287247
23811019,20676857,45043815,45.9,190,1763287319
23811021,16732613,45000000,37.18,179,1763287343
23811024,21914915,44956056,48.75,179,1763287379
23811025,26259541,44999957,58.35,238,1763287391
23811029,14691482,44912155,32.71,118,1763287439
23811035,19015731,44999828,42.26,183,1763287511
23811036,29063798,44955884,64.65,280,1763287535
23811037,21590953,44999785,47.98,193,1763287547
23811046,25692465,44999957,57.09,255,1763287655
23811050,5475801,45000000,12.17,93,1763287703
23811051,41396822,45043944,91.9,321,1763287715
23811065,35697990,45043901,79.25,151,1763287883
23811068,20101776,45175991,44.5,199,1763287931
23811073,18767107,45220021,41.5,198,1763287991
23811078,20073401,45175775,44.43,182,1763288051
23811081,15905177,45219847,35.17,147,1763288087
23811082,15981980,45175688,35.38,103,1763288099
23811083,40455794,45131573,89.64,173,1763288111
23811084,16868998,45087501,37.41,125,1763288123
23811085,15232724,45043472,33.82,172,1763288135
23811097,14090229,45000000,31.31,149,1763288279
23811104,20762245,45043944,46.09,174,1763288363
23811106,17534395,45131961,38.85,213,1763288387
23811111,31329675,45175948,69.35,306,1763288447
23811114,19413808,45131789,43.02,162,1763288483
23811116,45118351,45131746,99.97,231,1763288507
23811124,30821263,45043515,68.43,208,1763288603
23811128,22102665,45087931,49.02,246,1763288651
23811134,26994404,45087931,59.87,125,1763288723
23811137,16638345,45043858,36.94,152,1763288759
23811138,19877100,45000000,44.17,190,1763288771
23811142,23598185,45000000,52.44,337,1763288819
23811145,9952373,45087931,22.07,55,1763288855
23811146,29730264,45131961,65.87,300,1763288867
23811148,41209776,45043858,91.49,134,1763288891
23811171,13720720,45043815,30.46,159,1763289167
23811172,19395901,45000000,43.1,203,1763289179
23811173,15803569,45000000,35.12,175,1763289191
23811175,14873280,44999957,33.05,210,1763289215
23811180,18660274,44999957,41.47,182,1763289275
23811183,21724794,45131918,48.14,249,1763289311
23811187,44807617,45131832,99.28,228,1763289359
23811192,27355454,45000000,60.79,253,1763289419
23811195,7816306,45087931,17.34,111,1763289455
23811197,16727681,45000000,37.17,156,1763289479
23811201,18149224,45000000,40.33,149,1763289527
23811204,15732661,45043944,34.93,162,1763289563
23811205,44998013,44999957,100.0,175,1763289575
23811208,34139978,44999957,75.87,264,1763289611
23811214,15767731,45000000,35.04,199,1763289683
23811221,4457564,45087845,9.89,90,1763289767
23811224,4046662,45043772,8.98,71,1763289803
23811231,37476599,45175991,82.96,379,1763289887
23811234,2847363,45043772,6.32,51,1763289923
23811235,43798157,44999785,97.33,256,1763289935
23811242,44572843,45131918,98.76,248,1763290019
23811248,7129168,45131789,15.8,123,1763290091
23811250,37963662,45131746,84.12,188,1763290115
23811251,9773752,45175818,21.63,58,1763290127
23811259,17118200,45175645,37.89,215,1763290223
23811260,45131034,45131530,100.0,136,1763290235
23811262,12930424,45043429,28.71,135,1763290259
23811263,8087426,45000000,17.97,86,1763290271
23811267,16272929,45043944,36.13,146,1763290319
23811270,13041023,45087888,28.92,117,1763290355
23811272,23265578,45087845,51.6,255,1763290379
23811276,18093173,45087759,40.13,159,1763290427
23811278,40716586,45087716,90.31,184,1763290451
23811290,42329659,45043944,93.97,187,1763290595
23811294,16041095,45043944,35.61,174,1763290643
23811298,19169929,44956013,42.64,220,1763290691
23811300,39684463,45043858,88.1,222,1763290715
23811306,45036485,45043729,99.98,204,1763290787
23811307,16918200,45087716,37.52,199,1763290799
23811309,19723600,45087673,43.74,197,1763290823
23811311,20457256,45000000,45.46,271,1763290847
23811313,19746265,45043944,43.84,250,1763290871
23811325,41319853,44868168,92.09,169,1763291015
23811327,11869200,44955841,26.4,126,1763291039
23811328,41320999,44999742,91.82,220,1763291051
23811336,23542601,45043901,52.27,220,1763291147
23811342,17391025,45000000,38.65,188,1763291219
23811345,20109899,44999957,44.69,188,1763291255
23811347,35485692,45000000,78.86,171,1763291279
23811350,21545091,44912155,47.97,224,1763291315
23811357,16954746,45087888,37.6,128,1763291399
23811358,28036798,45043858,62.24,208,1763291411
23811360,7649195,45043815,16.98,96,1763291435
23811361,6675121,45087802,14.8,33,1763291447
23811364,44970070,45000000,99.93,415,1763291483
23811365,2868174,45043944,6.37,60,1763291495
23811369,14668821,44956013,32.63,72,1763291543
23811371,35772336,45043858,79.42,183,1763291567
23811372,25185388,45087845,55.86,201,1763291579
23811373,22437243,45131875,49.71,176,1763291591
23811381,24966591,45219935,55.21,62,1763291687
23811391,14992018,45219719,33.15,156,1763291807
23811397,13042674,45000000,28.98,111,1763291879
23811410,36204940,44999871,80.46,302,1763292035
23811411,20656811,44955927,45.95,142,1763292047
23811414,34487805,44956056,76.71,241,1763292083
23811418,28790272,44999957,63.98,264,1763292131
23811425,4558854,45131961,10.1,81,1763292215
23811429,10092707,45043815,22.41,89,1763292263
23811431,32461756,45043772,72.07,178,1763292287
23811437,21619829,45000000,48.04,172,1763292359
23811438,23399675,45000000,52.0,175,1763292371
23811441,42435428,45043944,94.21,178,1763292407
23811453,27809148,44868297,61.98,212,1763292551
23811454,18537603,44912112,41.28,150,1763292563
23811455,24331110,44955970,54.12,240,1763292575
23811456,17130166,44999871,38.07,145,1763292587
23811458,21386952,45000000,47.53,311,1763292611
23811463,24485415,45000000,54.41,204,1763292671
23811464,15134118,45000000,33.63,160,1763292683
23811466,12932461,45043944,28.71,131,1763292707
23811469,28541645,45043944,63.36,337,1763292743
23811478,24149052,44912155,53.77,178,1763292851
23811480,31567294,44999914,70.15,296,1763292875
23811481,15991441,44955970,35.57,145,1763292887
23811482,14792421,44999871,32.87,131,1763292899
23811484,17919538,45000000,39.82,201,1763292923
23811491,41929161,45000000,93.18,204,1763293007
23811493,15529615,44999957,34.51,183,1763293031
23811497,44707006,45043944,99.25,218,1763293079
23811502,19039353,44999871,42.31,213,1763293139
23811503,18390205,45043815,40.83,179,1763293151
23811505,44710479,44956056,99.45,248,1763293175
23811509,20137206,45000000,44.75,162,1763293223
23811516,20770544,44999957,46.16,116,1763293307
23811519,20376156,45043944,45.24,131,1763293343
23811521,19332449,45043901,42.92,163,1763293367
23811523,25527376,45131918,56.56,234,1763293391
23811525,32718824,45043815,72.64,204,1763293415
23811528,17444046,45000000,38.76,125,1763293451
23811542,43216749,45000000,96.04,352,1763293619
23811544,29496452,44999957,65.55,208,1763293643
23811545,14553293,45000000,32.34,139,1763293655
23811547,17466671,44999957,38.81,168,1763293679
23811548,41635237,45000000,92.52,171,1763293691
23811550,20024775,44956056,44.54,222,1763293715
23811555,44759890,45000000,99.47,211,1763293775
23811564,21004540,45043901,46.63,162,1763293883
23811567,20274311,45087845,44.97,142,1763293919
23811573,17850799,45175862,39.51,201,1763293991
23811575,20227013,45175818,44.77,194,1763294015
23811578,10233557,45219889,22.63,84,1763294051
23811584,38494555,45131529,85.29,167,1763294123
23811585,14910946,45175601,33.01,140,1763294135
23811588,21841110,45131443,48.39,167,1763294171
23811589,19693095,45087371,43.68,247,1763294183
23811591,23938063,45000000,53.2,194,1763294219
23811593,8738867,44999957,19.42,73,1763294243
23811594,43815002,45000000,97.37,231,1763294255
23811601,25833411,45043944,57.35,245,1763294339
23811607,37120363,45043815,82.41,533,1763294411
23811611,20773300,45131961,46.03,216,1763294459
23811613,16178722,45131918,35.85,142,1763294483
23811615,17119103,45043815,38.01,167,1763294507
23811618,19897476,45000000,44.22,187,1763294543
23811624,44947753,45043901,99.79,235,1763294615
23811627,30205527,45087931,66.99,236,1763294651
23811631,19492359,44999871,43.32,190,1763294699
23811632,16970773,45043815,37.68,201,1763294711
23811639,5423848,45043901,12.04,175,1763294795
23811640,44996864,45000000,99.99,237,1763294807
23811644,22073979,45000000,49.05,229,1763294855
23811646,22707087,45087931,50.36,257,1763294879
23811652,22737526,45087802,50.43,285,1763294951
23811660,39889436,45043944,88.56,287,1763295047
23811662,21231325,45000000,47.18,177,1763295071
23811682,20061818,45000000,44.58,160,1763295311
23811686,20442603,45043944,45.38,227,1763295359
23811691,37667692,45043944,83.62,137,1763295419
23811697,13569320,45043901,30.12,96,1763295491
23811699,25651714,45000000,57.0,224,1763295515
23811705,16844701,45175991,37.29,189,1763295587
23811706,18434954,45131875,40.85,231,1763295599
23811708,18812684,45131832,41.68,163,1763295623
23811709,26928916,45087759,59.73,250,1763295635
23811715,5615329,44956056,12.49,79,1763295707
23811717,41258411,44956013,91.78,274,1763295731
23811720,19123162,45000000,42.5,234,1763295767
23811725,19435602,44999914,43.19,120,1763295827
23811733,37873347,45043944,84.08,209,1763295923
23811736,13680656,45000000,30.4,127,1763295959
23811738,13635086,45000000,30.3,103,1763295983
23811741,18389399,45043944,40.83,155,1763296019
23811747,28204749,45131918,62.49,227,1763296091
23811750,15305362,45087802,33.95,202,1763296127
23811754,27111777,45087716,60.13,194,1763296175
23811755,26240003,45043687,58.25,218,1763296187
23811759,44058731,44999957,97.91,215,1763296235
23811760,32370656,45043901,71.86,191,1763296247
23811767,23989127,44912112,53.41,192,1763296331
23811774,44860529,44868125,99.98,273,1763296415
23811781,2332173,44999613,5.18,49,1763296499
23811784,22007213,45043514,48.86,159,1763296535
23811788,39075631,45043944,86.75,297,1763296583
23811796,16558533,44956056,36.83,143,1763296679
23811797,20896400,44999957,46.44,211,1763296691
23811808,5471628,45043772,12.15,77,1763296823
23811815,44874795,45000000,99.72,238,1763296907
23811821,18067659,45176034,39.99,224,1763296979
23811822,20045266,45131918,44.41,252,1763296991
23811828,24428301,45000000,54.29,211,1763297063
23811838,40869423,45131918,90.56,250,1763297195
23811839,18112992,45087845,40.17,188,1763297207
23811849,17971628,45087630,39.86,147,1763297327
23811853,15723289,45087544,34.87,121,1763297375
23811858,19459448,45043901,43.2,201,1763297435
23811866,17519632,44999957,38.93,205,1763297531
23811874,17776696,45000000,39.5,166,1763297627
23811878,22076386,45000000,49.06,270,1763297675
23811879,9939396,45043944,22.07,255,1763297687
23811880,40990999,44999957,91.09,381,1763297699
23811883,16808428,44999957,37.35,180,1763297735
23811893,45074214,45087716,99.97,92,1763297855
23811897,41360364,45087630,91.73,251,1763297915
23811898,41303445,45043601,91.7,627,1763297927
23811899,22329412,45000000,49.62,299,1763297939
23811902,18347801,45000000,40.77,190,1763297975
23811907,19218009,45043858,42.67,229,1763298035
23811912,19674026,45043944,43.68,208,1763298095
23811913,5746959,44999957,12.77,98,1763298107
23811926,6001600,45043944,13.32,93,1763298275
23811928,19977510,45131961,44.26,210,1763298299
23811943,24808627,45175948,54.92,276,1763298479
23811950,8856800,45308339,19.55,66,1763298563
23811954,34087692,45131618,75.53,352,1763298611
23811961,20949426,45043944,46.51,199,1763298695
23811971,19371454,45131789,42.92,263,1763298815
23811978,16791180,45000000,37.31,197,1763298899
23811982,22200595,44999914,49.33,256,1763298947
23811986,44043912,45043901,97.78,375,1763298995
23811990,18429920,44955927,41.0,192,1763299043
23811998,4503792,45043944,10.0,79,1763299139
